,i,ppron,pronoun,negemo,adverb,anger,bio,cogmech,conj,sad,swear,affect,body,present,discrep,relativ,article,preps,posemo,space,time,funct,leisure,achieve,relig,social,incl,motion,we,auxverb
a21ede1d1d60b4b606a14edac886d62c,210.0,267.0,408.0,56.0,176.0,17.0,68.0,396.0,157.0,13.0,6.0,232.0,27.0,270.0,39.0,482.0,125.0,318.0,171.0,148.0,257.0,1447.0,59.0,32.0,22.0,178.0,113.0,66.0,4.0,213.0
a2682507eec6c98f59234f05efaea2c3,63.0,158.0,259.0,37.0,88.0,16.0,40.0,249.0,94.0,5.0,4.0,131.0,15.0,149.0,26.0,255.0,110.0,202.0,94.0,98.0,117.0,905.0,28.0,30.0,6.0,187.0,69.0,38.0,8.0,124.0
a296a4247ba6f002856c365814cb3c18,37.0,51.0,64.0,21.0,22.0,8.0,15.0,65.0,31.0,6.0,3.0,40.0,8.0,34.0,13.0,65.0,18.0,39.0,19.0,12.0,38.0,210.0,1.0,2.0,0.0,32.0,10.0,12.0,1.0,28.0
a2c6601da2d6b75806755bb6f429be84,26.0,72.0,118.0,30.0,63.0,15.0,30.0,187.0,74.0,5.0,3.0,83.0,10.0,126.0,29.0,140.0,90.0,121.0,53.0,67.0,55.0,599.0,23.0,15.0,4.0,100.0,56.0,14.0,3.0,106.0
a2e53d1202cefa07d7b29f8283a4c7b4,42.0,104.0,158.0,9.0,49.0,2.0,20.0,123.0,62.0,3.0,0.0,69.0,6.0,74.0,17.0,167.0,62.0,125.0,60.0,59.0,75.0,536.0,23.0,11.0,1.0,125.0,36.0,25.0,13.0,67.0
a2fc47ae8cc8f3f81925ba5ec15d9cde,44.0,115.0,199.0,56.0,74.0,32.0,57.0,258.0,103.0,9.0,15.0,136.0,18.0,148.0,36.0,148.0,59.0,153.0,80.0,58.0,73.0,748.0,24.0,18.0,5.0,136.0,78.0,17.0,5.0,149.0
a36b4cef4e8f9a7baa73461c761d8753,104.0,176.0,295.0,57.0,128.0,15.0,53.0,285.0,79.0,10.0,6.0,179.0,26.0,184.0,28.0,321.0,115.0,202.0,121.0,137.0,137.0,999.0,33.0,24.0,21.0,156.0,85.0,39.0,15.0,167.0
a36b5610cdc120eda6507c40adc597c8,72.0,152.0,228.0,20.0,54.0,4.0,45.0,225.0,77.0,4.0,3.0,185.0,12.0,167.0,39.0,203.0,98.0,182.0,165.0,90.0,70.0,825.0,46.0,24.0,39.0,198.0,74.0,38.0,19.0,154.0
a3893312e14deb74a13699759a53a2a6,23.0,28.0,55.0,14.0,23.0,5.0,9.0,53.0,14.0,2.0,1.0,48.0,3.0,34.0,2.0,42.0,18.0,21.0,33.0,10.0,26.0,161.0,2.0,9.0,0.0,14.0,11.0,6.0,2.0,22.0
a3c4599ff3db8b66d2b935dc1f487346,234.0,282.0,397.0,82.0,163.0,36.0,121.0,426.0,151.0,15.0,13.0,208.0,39.0,266.0,34.0,557.0,169.0,410.0,122.0,245.0,233.0,1563.0,69.0,51.0,10.0,157.0,118.0,70.0,8.0,246.0
a3d54d0a77ed1f722d50c87cb2f3815e,121.0,254.0,396.0,48.0,115.0,8.0,67.0,411.0,130.0,16.0,3.0,185.0,11.0,297.0,52.0,353.0,125.0,271.0,137.0,120.0,170.0,1338.0,45.0,44.0,8.0,266.0,107.0,55.0,18.0,245.0
a3df174765350ac42d2e65c06f954539,241.0,355.0,552.0,114.0,209.0,51.0,76.0,606.0,166.0,23.0,26.0,267.0,33.0,356.0,89.0,526.0,218.0,430.0,151.0,199.0,245.0,1930.0,68.0,42.0,20.0,262.0,92.0,66.0,14.0,302.0
a428a1c5a00dae701742303ce9dcdf44,6.0,8.0,10.0,2.0,4.0,2.0,1.0,11.0,4.0,0.0,0.0,3.0,0.0,6.0,1.0,8.0,8.0,12.0,1.0,2.0,5.0,51.0,0.0,0.0,1.0,9.0,2.0,1.0,0.0,12.0
a48b09f8ea27d3550ea2794b1794a0d6,299.0,432.0,636.0,95.0,291.0,31.0,116.0,721.0,224.0,17.0,9.0,307.0,39.0,463.0,73.0,630.0,258.0,529.0,209.0,282.0,251.0,2402.0,72.0,28.0,12.0,316.0,164.0,82.0,29.0,383.0
a4a6525085ec9c8c72d5f2fc7eee7f6c,682.0,1013.0,1667.0,300.0,763.0,121.0,279.0,1941.0,731.0,45.0,38.0,902.0,84.0,1018.0,187.0,1563.0,699.0,1335.0,593.0,624.0,731.0,6410.0,235.0,210.0,27.0,734.0,470.0,167.0,44.0,936.0
a4e6280de8ce2a565e0bf1421d33678f,288.0,490.0,897.0,204.0,296.0,67.0,169.0,1094.0,314.0,48.0,12.0,506.0,62.0,538.0,84.0,910.0,425.0,892.0,294.0,370.0,381.0,3670.0,138.0,87.0,65.0,477.0,274.0,129.0,31.0,603.0
a504bfd98bdc8e7a61edcfe8c4e2a801,306.0,452.0,798.0,193.0,244.0,114.0,199.0,837.0,335.0,28.0,88.0,451.0,54.0,572.0,124.0,618.0,233.0,533.0,257.0,218.0,291.0,2593.0,69.0,70.0,21.0,444.0,165.0,91.0,26.0,389.0
a53553e542184b217b96bfe7771698ae,151.0,306.0,440.0,66.0,129.0,19.0,63.0,380.0,141.0,20.0,6.0,182.0,24.0,204.0,49.0,281.0,104.0,224.0,115.0,112.0,124.0,1213.0,22.0,20.0,4.0,285.0,108.0,43.0,37.0,159.0
a54988e326d76a28f52a4b82d0efcd5d,16.0,26.0,48.0,7.0,17.0,3.0,4.0,44.0,18.0,1.0,1.0,21.0,0.0,33.0,2.0,58.0,20.0,56.0,14.0,24.0,27.0,201.0,8.0,2.0,1.0,27.0,13.0,7.0,3.0,33.0
a59c813b6069f7edc29032654cec9d0f,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a5f36e0f7cad14602c5e9230540e5f99,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
a6336ec5e11839ae33aee01fa2163652,48.0,147.0,226.0,41.0,75.0,19.0,48.0,253.0,86.0,9.0,2.0,124.0,15.0,206.0,31.0,298.0,100.0,234.0,80.0,124.0,130.0,971.0,35.0,39.0,12.0,176.0,75.0,36.0,7.0,184.0
a63396fac9fe42a18667ce7c4683cb83,61.0,146.0,199.0,15.0,44.0,3.0,15.0,148.0,62.0,3.0,0.0,98.0,5.0,71.0,18.0,105.0,36.0,95.0,83.0,45.0,44.0,495.0,7.0,2.0,11.0,141.0,30.0,10.0,9.0,50.0
a6fb3c3b079393e9d341579a71652031,95.0,124.0,179.0,26.0,62.0,5.0,31.0,148.0,68.0,9.0,2.0,105.0,7.0,93.0,20.0,163.0,52.0,125.0,77.0,58.0,87.0,583.0,16.0,18.0,5.0,59.0,39.0,15.0,6.0,87.0
a76902358958921abf1bfc07631a5f65,0.0,0.0,5.0,3.0,2.0,1.0,1.0,15.0,2.0,1.0,0.0,6.0,0.0,5.0,4.0,6.0,5.0,8.0,3.0,1.0,5.0,40.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,10.0
a79d99cb1fe61ceea2737bb7fa6f9c53,123.0,145.0,222.0,61.0,99.0,25.0,49.0,247.0,74.0,6.0,11.0,114.0,19.0,193.0,52.0,294.0,105.0,226.0,51.0,109.0,153.0,861.0,23.0,33.0,4.0,83.0,38.0,31.0,9.0,135.0
a7a3af125074cb806a200f51ea7e10bf,396.0,521.0,730.0,154.0,444.0,52.0,166.0,804.0,384.0,38.0,5.0,479.0,50.0,533.0,70.0,899.0,210.0,598.0,324.0,303.0,470.0,2731.0,64.0,63.0,4.0,299.0,234.0,112.0,8.0,415.0
a7d9818f6165cd5c84b8578185ccd616,33.0,53.0,93.0,15.0,58.0,3.0,30.0,162.0,65.0,4.0,1.0,61.0,10.0,69.0,15.0,162.0,62.0,119.0,46.0,57.0,79.0,490.0,31.0,11.0,5.0,51.0,41.0,28.0,0.0,71.0
a8b2c778af65ca2c46306554f338cacb,833.0,1108.0,1616.0,347.0,477.0,203.0,226.0,1409.0,533.0,38.0,65.0,746.0,59.0,833.0,182.0,961.0,447.0,871.0,383.0,407.0,416.0,4744.0,129.0,105.0,24.0,647.0,292.0,117.0,23.0,694.0
a92a52fa5f64e3e826116ff9654bddce,118.0,340.0,573.0,84.0,297.0,20.0,109.0,943.0,365.0,17.0,3.0,427.0,30.0,491.0,103.0,925.0,413.0,706.0,340.0,344.0,453.0,2948.0,125.0,91.0,24.0,440.0,274.0,133.0,69.0,463.0
a9d1d5c0957510a4a1af904bfac68916,333.0,504.0,755.0,116.0,221.0,45.0,115.0,732.0,260.0,19.0,9.0,334.0,48.0,422.0,80.0,572.0,283.0,493.0,216.0,274.0,191.0,2456.0,103.0,45.0,17.0,416.0,187.0,99.0,24.0,402.0
a9f9bd991b0014f384bc1ea44515d9a8,12.0,21.0,31.0,5.0,1.0,0.0,7.0,18.0,6.0,3.0,0.0,17.0,3.0,10.0,1.0,28.0,7.0,24.0,12.0,11.0,13.0,84.0,1.0,6.0,0.0,21.0,4.0,6.0,0.0,8.0
ab3b4c66fe29289ad91c38b572215748,165.0,457.0,772.0,112.0,168.0,31.0,124.0,798.0,216.0,32.0,4.0,402.0,50.0,412.0,82.0,612.0,207.0,453.0,287.0,225.0,255.0,2245.0,28.0,60.0,19.0,522.0,128.0,106.0,29.0,323.0
ac30ec02a63977a3a043a5a4a74973d8,2.0,3.0,4.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,4.0,13.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,3.0
ac5ff605f205cf0c95d7c75b4440969f,3.0,26.0,45.0,12.0,12.0,5.0,15.0,41.0,15.0,1.0,3.0,34.0,6.0,35.0,8.0,37.0,16.0,31.0,22.0,17.0,14.0,153.0,4.0,8.0,1.0,33.0,13.0,6.0,4.0,27.0
ac784d55cb3c7338961a145150454ff8,57.0,116.0,198.0,49.0,100.0,16.0,22.0,228.0,75.0,9.0,4.0,97.0,12.0,138.0,18.0,231.0,90.0,202.0,48.0,103.0,99.0,836.0,34.0,31.0,8.0,115.0,56.0,28.0,9.0,129.0
ac7e3f91dd3f43eff2a111a46c916add,1.0,2.0,6.0,3.0,3.0,0.0,0.0,8.0,2.0,1.0,0.0,5.0,0.0,4.0,0.0,7.0,3.0,7.0,2.0,1.0,4.0,27.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,3.0
ac99e20c5442b03f050d53cd3e70778b,25.0,66.0,102.0,12.0,23.0,6.0,11.0,79.0,21.0,1.0,1.0,40.0,3.0,50.0,8.0,54.0,19.0,52.0,28.0,18.0,22.0,264.0,6.0,7.0,0.0,93.0,4.0,13.0,1.0,39.0
aca91dc8c3b221f152687b3766370af5,56.0,96.0,142.0,27.0,35.0,6.0,35.0,142.0,40.0,7.0,1.0,82.0,11.0,96.0,14.0,135.0,64.0,75.0,55.0,48.0,70.0,470.0,14.0,20.0,9.0,91.0,22.0,14.0,2.0,69.0
acee6a945414a8dc9bb9cfc5d207a5cb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ad30ce6078fd6ea54abca85610fba76f,12.0,20.0,30.0,8.0,11.0,4.0,5.0,21.0,9.0,2.0,1.0,15.0,1.0,22.0,0.0,63.0,15.0,34.0,7.0,13.0,36.0,112.0,5.0,6.0,5.0,13.0,11.0,14.0,1.0,14.0
ad4d36d7204c1530315ce6b34adec2b4,57.0,108.0,162.0,23.0,39.0,9.0,28.0,160.0,46.0,7.0,0.0,85.0,12.0,96.0,19.0,147.0,47.0,98.0,62.0,55.0,66.0,481.0,12.0,13.0,7.0,112.0,36.0,20.0,10.0,66.0
ad99d2e84e2fe0affb1c56d926395e9e,203.0,367.0,563.0,75.0,186.0,24.0,109.0,581.0,241.0,27.0,4.0,373.0,22.0,336.0,49.0,651.0,217.0,522.0,296.0,267.0,285.0,2110.0,28.0,80.0,12.0,390.0,213.0,88.0,38.0,298.0
adc5b6254f0f2637510568c2b8aa6500,115.0,173.0,239.0,70.0,63.0,20.0,60.0,177.0,43.0,5.0,8.0,162.0,15.0,122.0,22.0,167.0,103.0,117.0,91.0,59.0,85.0,752.0,42.0,27.0,16.0,155.0,22.0,20.0,4.0,85.0
ae22c966783fee08e565b504a9d2d47f,70.0,116.0,189.0,28.0,49.0,12.0,26.0,186.0,60.0,2.0,7.0,76.0,15.0,132.0,20.0,187.0,76.0,155.0,48.0,86.0,70.0,667.0,8.0,13.0,8.0,103.0,39.0,26.0,1.0,114.0
ae42db9dd55791bc806b8dbf6abda9ad,42.0,119.0,187.0,27.0,37.0,13.0,17.0,151.0,37.0,6.0,3.0,66.0,8.0,97.0,14.0,149.0,71.0,117.0,39.0,57.0,62.0,585.0,13.0,22.0,6.0,116.0,39.0,29.0,16.0,83.0
aed86a3085a364f5484679649f064467,391.0,894.0,1358.0,185.0,366.0,82.0,296.0,1399.0,570.0,32.0,45.0,762.0,98.0,861.0,146.0,1288.0,566.0,1022.0,572.0,484.0,589.0,4771.0,105.0,147.0,42.0,1069.0,400.0,190.0,72.0,727.0
af5ec70b4515e94a64c509994f05ad1d,60.0,93.0,128.0,20.0,38.0,6.0,22.0,91.0,37.0,5.0,5.0,48.0,6.0,95.0,8.0,88.0,36.0,58.0,28.0,36.0,39.0,379.0,16.0,5.0,8.0,80.0,19.0,9.0,1.0,70.0
af866a41657e88b4deda5e34198d7e39,131.0,172.0,233.0,40.0,101.0,15.0,70.0,249.0,87.0,7.0,14.0,110.0,27.0,139.0,30.0,307.0,109.0,213.0,66.0,102.0,149.0,876.0,30.0,37.0,11.0,110.0,75.0,48.0,6.0,103.0
aff22e974e21408bfdbfde2244757735,29.0,103.0,164.0,29.0,31.0,12.0,28.0,164.0,66.0,4.0,3.0,58.0,6.0,97.0,20.0,155.0,57.0,126.0,29.0,64.0,60.0,551.0,9.0,18.0,6.0,131.0,43.0,27.0,3.0,73.0
b05f34be807a91ce0325cda601bc5856,14.0,27.0,46.0,15.0,15.0,3.0,11.0,52.0,15.0,6.0,1.0,21.0,5.0,26.0,3.0,35.0,11.0,27.0,6.0,17.0,15.0,143.0,7.0,5.0,0.0,30.0,11.0,3.0,0.0,27.0
b0acac95493fc438ce56372eebde2b0e,391.0,676.0,1017.0,201.0,368.0,86.0,194.0,897.0,344.0,45.0,43.0,533.0,82.0,517.0,105.0,846.0,245.0,636.0,329.0,293.0,384.0,3068.0,58.0,78.0,25.0,556.0,236.0,133.0,42.0,374.0
b0db80e36277fd34cbfd183711b3246d,92.0,178.0,240.0,24.0,86.0,6.0,16.0,228.0,93.0,5.0,2.0,88.0,1.0,85.0,19.0,134.0,54.0,164.0,63.0,67.0,49.0,731.0,6.0,12.0,3.0,168.0,42.0,17.0,13.0,83.0
b0e2b88d357007e73e1f12f3029a48eb,86.0,149.0,232.0,64.0,77.0,38.0,50.0,212.0,101.0,6.0,37.0,130.0,12.0,140.0,31.0,154.0,87.0,118.0,64.0,61.0,68.0,753.0,13.0,16.0,7.0,118.0,52.0,19.0,0.0,123.0
b121d90e407cd597da17491f36e7b2c5,357.0,441.0,664.0,106.0,217.0,41.0,115.0,560.0,199.0,16.0,17.0,282.0,43.0,372.0,73.0,571.0,276.0,468.0,173.0,248.0,224.0,2180.0,77.0,52.0,8.0,225.0,110.0,83.0,7.0,275.0
b15cf300b5693210682e36cfe5f9789b,594.0,1007.0,1414.0,223.0,404.0,55.0,273.0,1398.0,484.0,71.0,4.0,734.0,52.0,994.0,182.0,1078.0,359.0,1014.0,506.0,380.0,498.0,4561.0,68.0,201.0,67.0,896.0,337.0,172.0,54.0,739.0
b17518ceae3fefa348012d4eb5df4edb,53.0,98.0,156.0,29.0,38.0,14.0,25.0,166.0,63.0,1.0,3.0,76.0,9.0,79.0,19.0,209.0,69.0,148.0,47.0,86.0,91.0,574.0,18.0,19.0,1.0,88.0,38.0,31.0,5.0,88.0
b1d81edc5519d124b6b04f60a4873313,119.0,249.0,395.0,83.0,101.0,42.0,73.0,427.0,85.0,18.0,14.0,282.0,24.0,258.0,42.0,639.0,145.0,360.0,193.0,192.0,319.0,1346.0,141.0,48.0,29.0,285.0,178.0,115.0,36.0,190.0
b2241d4fbe0b754b0e8559c85d5d26a7,459.0,746.0,1017.0,375.0,336.0,139.0,287.0,1045.0,333.0,113.0,31.0,815.0,96.0,683.0,117.0,1040.0,259.0,761.0,435.0,447.0,454.0,3345.0,142.0,101.0,32.0,675.0,260.0,113.0,30.0,535.0
b23f7c9a375bb3088660e95836a97258,15.0,18.0,20.0,9.0,19.0,4.0,21.0,12.0,11.0,4.0,1.0,33.0,4.0,25.0,1.0,51.0,13.0,35.0,24.0,28.0,19.0,107.0,21.0,9.0,5.0,15.0,4.0,4.0,0.0,24.0
b24c0d1672d7e8429c014b4abceeebbc,25.0,55.0,83.0,20.0,45.0,6.0,25.0,109.0,37.0,3.0,2.0,50.0,8.0,97.0,10.0,108.0,61.0,102.0,30.0,39.0,49.0,437.0,16.0,4.0,4.0,61.0,24.0,19.0,1.0,92.0
b27052d72d8d2d7c5d381878130b5481,18.0,60.0,88.0,13.0,26.0,6.0,11.0,85.0,26.0,3.0,0.0,44.0,5.0,57.0,13.0,56.0,30.0,66.0,31.0,23.0,20.0,287.0,4.0,4.0,3.0,62.0,23.0,12.0,4.0,45.0
b29fd92b63952156f30bfe01f5dc470d,25.0,51.0,66.0,10.0,24.0,1.0,24.0,58.0,22.0,5.0,0.0,46.0,7.0,29.0,6.0,114.0,52.0,85.0,36.0,48.0,46.0,291.0,9.0,18.0,1.0,56.0,26.0,17.0,1.0,34.0
b2a89377dd5345b6690ba62f4ecca84e,293.0,574.0,842.0,90.0,279.0,16.0,179.0,809.0,279.0,21.0,6.0,321.0,55.0,401.0,79.0,797.0,330.0,666.0,229.0,307.0,360.0,2887.0,73.0,84.0,34.0,530.0,258.0,113.0,110.0,403.0
b359c71d96a889f5f4547de2937e875d,31.0,44.0,60.0,16.0,24.0,4.0,19.0,71.0,16.0,4.0,1.0,62.0,5.0,60.0,11.0,80.0,18.0,50.0,44.0,25.0,48.0,235.0,2.0,8.0,2.0,34.0,16.0,7.0,1.0,50.0
b3b5d56e1d507515780b773fe3e83fce,266.0,396.0,569.0,111.0,148.0,45.0,170.0,450.0,182.0,24.0,25.0,244.0,64.0,261.0,47.0,364.0,182.0,298.0,129.0,130.0,171.0,1598.0,59.0,38.0,10.0,279.0,109.0,57.0,7.0,200.0
b3c14e074e2aab8d6a163472791442f8,52.0,68.0,90.0,14.0,37.0,2.0,15.0,109.0,43.0,7.0,0.0,52.0,4.0,69.0,14.0,86.0,19.0,38.0,38.0,32.0,39.0,276.0,3.0,6.0,1.0,58.0,18.0,13.0,2.0,53.0
b3cddedbeb743141fda35f74e0b9c959,154.0,237.0,330.0,77.0,119.0,33.0,65.0,296.0,111.0,14.0,16.0,185.0,23.0,192.0,24.0,288.0,108.0,197.0,106.0,125.0,113.0,1041.0,45.0,35.0,8.0,166.0,75.0,39.0,11.0,132.0
b41409f62dddc40b2db23428c2be2a5b,63.0,226.0,314.0,30.0,56.0,8.0,75.0,282.0,117.0,10.0,9.0,113.0,38.0,170.0,51.0,196.0,124.0,165.0,83.0,84.0,70.0,962.0,9.0,19.0,15.0,301.0,57.0,33.0,19.0,139.0
b416dfd367a53d8748c8b833d99a946c,15.0,29.0,40.0,6.0,9.0,2.0,12.0,28.0,12.0,0.0,3.0,17.0,7.0,17.0,2.0,34.0,21.0,19.0,10.0,15.0,12.0,125.0,2.0,0.0,1.0,21.0,5.0,5.0,0.0,21.0
b439e30e4ef3263531fd8382124c83ce,297.0,442.0,655.0,91.0,207.0,30.0,90.0,582.0,219.0,24.0,8.0,314.0,49.0,349.0,69.0,526.0,213.0,389.0,222.0,185.0,250.0,2035.0,78.0,53.0,11.0,335.0,137.0,79.0,20.0,289.0
b48211cb6afdb40bb3da4a71f7f8f0f0,126.0,151.0,217.0,64.0,62.0,28.0,40.0,192.0,62.0,12.0,11.0,159.0,19.0,123.0,22.0,248.0,96.0,194.0,95.0,95.0,110.0,799.0,55.0,27.0,16.0,83.0,61.0,40.0,2.0,118.0
b4a7ca4e53a9899c4656ca8a2b1b12aa,101.0,149.0,249.0,38.0,83.0,14.0,32.0,229.0,79.0,8.0,3.0,105.0,8.0,153.0,31.0,196.0,72.0,185.0,67.0,93.0,75.0,828.0,23.0,26.0,3.0,113.0,46.0,23.0,5.0,140.0
b4df192aa68519bad438920735e802c0,287.0,410.0,617.0,108.0,223.0,56.0,98.0,533.0,172.0,24.0,34.0,241.0,48.0,353.0,90.0,496.0,172.0,357.0,126.0,187.0,240.0,1886.0,40.0,27.0,14.0,251.0,109.0,60.0,17.0,293.0
b573cfeb6ec090948d454b1a0441376b,366.0,507.0,811.0,112.0,293.0,25.0,173.0,792.0,261.0,18.0,12.0,369.0,55.0,455.0,89.0,905.0,340.0,692.0,253.0,342.0,448.0,2873.0,96.0,97.0,9.0,291.0,220.0,100.0,23.0,354.0
b57dcbe1b484eb302cb9da59bf83f6a2,204.0,310.0,508.0,119.0,248.0,35.0,55.0,584.0,217.0,31.0,9.0,301.0,25.0,290.0,59.0,474.0,145.0,373.0,180.0,183.0,230.0,1814.0,34.0,50.0,7.0,259.0,120.0,48.0,8.0,240.0
b5cb043f91dadf32667c8f84192223a5,2.0,12.0,20.0,5.0,11.0,2.0,9.0,46.0,5.0,2.0,1.0,27.0,0.0,28.0,8.0,44.0,27.0,31.0,21.0,9.0,30.0,119.0,10.0,4.0,2.0,22.0,7.0,4.0,5.0,16.0
b5cdd94160c1ca8938dee8e4202e6455,274.0,398.0,499.0,148.0,113.0,78.0,147.0,412.0,111.0,23.0,39.0,291.0,38.0,282.0,47.0,353.0,174.0,310.0,141.0,134.0,147.0,1533.0,61.0,30.0,32.0,258.0,91.0,66.0,27.0,236.0
b5e0570319ccd1001134bb7060a676cf,253.0,358.0,531.0,131.0,155.0,57.0,93.0,642.0,298.0,22.0,26.0,372.0,37.0,353.0,77.0,588.0,143.0,442.0,241.0,180.0,257.0,1931.0,44.0,36.0,15.0,350.0,225.0,139.0,24.0,300.0
b5e2618b5f098dd6f94f794f354b1815,294.0,410.0,578.0,142.0,173.0,68.0,174.0,513.0,197.0,29.0,38.0,334.0,87.0,332.0,58.0,497.0,194.0,400.0,191.0,211.0,221.0,1863.0,42.0,46.0,18.0,271.0,148.0,58.0,4.0,245.0
b5efdb17945bc5ac2504e6c0c70f41b1,234.0,293.0,425.0,166.0,195.0,75.0,99.0,570.0,169.0,25.0,30.0,356.0,25.0,303.0,59.0,553.0,284.0,470.0,183.0,196.0,279.0,1893.0,51.0,94.0,16.0,188.0,125.0,66.0,14.0,264.0
b625b326f0cbe4a6be514b624d5fd4ea,86.0,99.0,165.0,22.0,85.0,7.0,24.0,161.0,52.0,1.0,5.0,114.0,9.0,91.0,21.0,235.0,54.0,121.0,91.0,64.0,147.0,569.0,19.0,17.0,1.0,40.0,29.0,22.0,2.0,78.0
b6331f2483830e661dc4af408418f80a,30.0,52.0,82.0,11.0,27.0,2.0,16.0,71.0,30.0,0.0,2.0,46.0,3.0,53.0,11.0,43.0,12.0,34.0,34.0,16.0,24.0,234.0,5.0,0.0,1.0,51.0,9.0,1.0,1.0,51.0
b68be8e3d1a310f89765f2b1bd49e548,209.0,330.0,495.0,76.0,199.0,11.0,124.0,536.0,166.0,24.0,3.0,326.0,40.0,355.0,68.0,469.0,191.0,400.0,249.0,197.0,193.0,1791.0,37.0,40.0,13.0,295.0,148.0,71.0,21.0,322.0
b6b0adf5be5d8127263f5cd82c5e1414,84.0,171.0,203.0,41.0,46.0,16.0,34.0,136.0,47.0,7.0,5.0,123.0,10.0,97.0,20.0,102.0,29.0,72.0,82.0,30.0,55.0,451.0,7.0,4.0,2.0,156.0,30.0,12.0,3.0,51.0
b6bd5b1dbef91e672d9ff90065944e77,9.0,18.0,27.0,10.0,12.0,4.0,5.0,31.0,10.0,2.0,2.0,20.0,1.0,20.0,4.0,28.0,20.0,37.0,10.0,13.0,13.0,127.0,4.0,6.0,3.0,18.0,8.0,3.0,3.0,19.0
b6ea475ea79a0bea100517cb4103f3e6,41.0,92.0,140.0,24.0,64.0,5.0,63.0,174.0,55.0,9.0,4.0,141.0,13.0,148.0,31.0,219.0,90.0,157.0,116.0,81.0,110.0,671.0,46.0,19.0,4.0,134.0,60.0,29.0,8.0,130.0
b6f1257ff213585723c66e253d2b92f7,144.0,282.0,415.0,65.0,135.0,18.0,68.0,350.0,125.0,17.0,2.0,195.0,18.0,198.0,45.0,291.0,118.0,230.0,129.0,99.0,148.0,1272.0,44.0,27.0,6.0,282.0,98.0,35.0,18.0,172.0
b76fa5fcca4d6ae77eeee584318f0c87,536.0,660.0,916.0,101.0,288.0,22.0,218.0,808.0,304.0,26.0,5.0,358.0,63.0,436.0,79.0,806.0,299.0,622.0,255.0,284.0,360.0,2864.0,81.0,86.0,19.0,354.0,221.0,157.0,12.0,342.0
b77848f3cbf4a8a87d33d95aa41abe48,55.0,84.0,113.0,9.0,44.0,2.0,4.0,94.0,37.0,1.0,0.0,31.0,1.0,46.0,15.0,126.0,39.0,97.0,22.0,42.0,60.0,370.0,8.0,6.0,0.0,73.0,25.0,23.0,1.0,42.0
b840c49223849e699af8fd0ffb0ff8b3,3.0,25.0,35.0,7.0,6.0,0.0,10.0,35.0,13.0,1.0,0.0,27.0,3.0,24.0,8.0,30.0,17.0,28.0,20.0,12.0,10.0,124.0,2.0,2.0,1.0,30.0,3.0,5.0,0.0,19.0
b8565b3da9da49946312ce3a6d1efe86,122.0,160.0,251.0,88.0,93.0,44.0,98.0,225.0,77.0,7.0,39.0,190.0,41.0,161.0,29.0,291.0,100.0,192.0,102.0,81.0,170.0,881.0,37.0,23.0,13.0,125.0,47.0,36.0,4.0,142.0
b86eb14612969b2df48c2863c32c2899,121.0,233.0,385.0,85.0,161.0,31.0,82.0,439.0,173.0,23.0,14.0,196.0,38.0,183.0,33.0,576.0,202.0,409.0,109.0,217.0,256.0,1588.0,40.0,55.0,10.0,219.0,109.0,94.0,14.0,188.0
b87021e13a138ada11e2500c9c9d98ae,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
b8cd114bf4712825e32a940a1b43bb72,8.0,17.0,31.0,3.0,11.0,1.0,5.0,38.0,8.0,1.0,1.0,15.0,3.0,19.0,3.0,37.0,12.0,24.0,12.0,12.0,15.0,110.0,1.0,1.0,2.0,12.0,11.0,9.0,4.0,17.0
b97f872b411e25a44921e409936b9f68,89.0,292.0,447.0,55.0,103.0,20.0,77.0,468.0,172.0,14.0,1.0,236.0,24.0,254.0,47.0,371.0,185.0,328.0,180.0,147.0,153.0,1567.0,44.0,48.0,14.0,393.0,149.0,64.0,37.0,236.0
b98b995372448f015357638c8eb6add1,616.0,1005.0,1595.0,224.0,568.0,92.0,315.0,1713.0,609.0,33.0,59.0,700.0,107.0,872.0,166.0,1909.0,632.0,1255.0,473.0,713.0,878.0,5732.0,225.0,219.0,31.0,762.0,382.0,279.0,29.0,772.0
