,i,ppron,pronoun,negemo,adverb,anger,bio,cogmech,conj,sad,swear,affect,body,present,discrep,relativ,article,preps,posemo,space,time,funct,leisure,achieve,relig,social,incl,motion,we,auxverb
689eaae01e75f41f3db61c325876f935,31.0,38.0,62.0,13.0,31.0,6.0,17.0,47.0,20.0,0.0,5.0,29.0,7.0,40.0,3.0,71.0,31.0,61.0,16.0,34.0,28.0,259.0,14.0,2.0,3.0,17.0,13.0,8.0,1.0,50.0
68b50824845251e42f7d4855d580c646,35.0,82.0,152.0,26.0,105.0,12.0,28.0,255.0,70.0,6.0,0.0,108.0,12.0,116.0,23.0,202.0,107.0,158.0,82.0,76.0,98.0,729.0,15.0,31.0,1.0,106.0,44.0,21.0,6.0,100.0
6921d85c34477e86f5051932ebd6835b,578.0,814.0,1243.0,204.0,399.0,101.0,196.0,1075.0,391.0,31.0,68.0,574.0,77.0,732.0,150.0,1189.0,445.0,751.0,365.0,435.0,551.0,3885.0,129.0,100.0,39.0,551.0,210.0,173.0,25.0,563.0
696b6eb0f8ffd4005304740ed131a8a9,89.0,141.0,201.0,46.0,64.0,17.0,38.0,223.0,64.0,9.0,2.0,118.0,8.0,148.0,24.0,227.0,94.0,164.0,68.0,90.0,93.0,737.0,33.0,18.0,10.0,112.0,48.0,35.0,3.0,133.0
6ab91086ffd7cb26084820e4682030bc,221.0,371.0,453.0,70.0,126.0,22.0,103.0,278.0,88.0,38.0,7.0,280.0,16.0,244.0,43.0,203.0,48.0,154.0,210.0,75.0,103.0,1003.0,11.0,13.0,17.0,308.0,40.0,21.0,10.0,143.0
6ae883c500f4773462794c6dd7a900f3,7.0,17.0,25.0,5.0,4.0,3.0,5.0,24.0,5.0,1.0,1.0,10.0,5.0,10.0,4.0,17.0,5.0,13.0,5.0,10.0,4.0,64.0,1.0,1.0,0.0,15.0,10.0,3.0,1.0,9.0
6b899312e494ce93b8a63ee5f3c138d5,57.0,103.0,142.0,20.0,38.0,13.0,27.0,96.0,32.0,0.0,7.0,58.0,14.0,93.0,12.0,175.0,55.0,113.0,38.0,54.0,80.0,448.0,16.0,17.0,3.0,86.0,31.0,39.0,13.0,58.0
6b9548c5bda4b296a1ac18abbb8e8731,11.0,17.0,22.0,2.0,10.0,0.0,4.0,17.0,3.0,0.0,0.0,12.0,0.0,8.0,0.0,28.0,7.0,21.0,10.0,14.0,12.0,76.0,4.0,2.0,0.0,13.0,5.0,2.0,1.0,6.0
6bbc96794b1de1d531ad1168dd4da8a8,185.0,259.0,451.0,93.0,169.0,29.0,79.0,519.0,145.0,18.0,8.0,232.0,38.0,218.0,57.0,451.0,140.0,333.0,136.0,171.0,215.0,1535.0,60.0,39.0,8.0,204.0,106.0,55.0,12.0,191.0
6bfd37c25ce5f065b34924d28c088e91,7.0,14.0,30.0,16.0,27.0,7.0,12.0,55.0,13.0,2.0,4.0,29.0,3.0,36.0,7.0,58.0,13.0,43.0,13.0,12.0,34.0,177.0,0.0,11.0,4.0,16.0,8.0,11.0,4.0,32.0
6cfb7bd0f6704a58accdf47ca8636ab3,804.0,1354.0,2115.0,448.0,680.0,198.0,375.0,2207.0,883.0,97.0,56.0,1130.0,115.0,1126.0,217.0,1677.0,949.0,1595.0,668.0,743.0,668.0,7462.0,280.0,246.0,102.0,1425.0,587.0,237.0,76.0,1035.0
6d1a8032c2598c4ed7112d3e30fb61fb,10.0,16.0,22.0,11.0,6.0,5.0,2.0,19.0,5.0,3.0,0.0,18.0,1.0,4.0,3.0,14.0,4.0,15.0,7.0,9.0,3.0,65.0,1.0,5.0,3.0,10.0,8.0,1.0,5.0,9.0
6d49ec5ec6219e517036db46376e6deb,64.0,78.0,124.0,19.0,60.0,11.0,29.0,132.0,62.0,3.0,11.0,65.0,11.0,75.0,13.0,166.0,51.0,122.0,46.0,41.0,88.0,505.0,21.0,21.0,9.0,41.0,45.0,32.0,0.0,68.0
6db8634f626d55fd918f4757eb9506e4,34.0,69.0,113.0,24.0,44.0,16.0,12.0,144.0,39.0,4.0,3.0,69.0,2.0,88.0,16.0,156.0,53.0,119.0,45.0,60.0,76.0,487.0,20.0,23.0,3.0,72.0,41.0,19.0,3.0,92.0
6e2b38abfd32d966c121cb065b19507d,86.0,197.0,311.0,66.0,81.0,28.0,55.0,312.0,106.0,21.0,14.0,167.0,15.0,196.0,40.0,222.0,102.0,165.0,101.0,79.0,107.0,970.0,8.0,24.0,9.0,222.0,69.0,30.0,9.0,165.0
6e639c09c926543041377fd5e7ee156b,1.0,3.0,5.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,14.0,1.0,2.0,0.0,7.0,1.0,0.0,0.0,2.0
6f2d87776863828d9f31150cedb78d56,102.0,129.0,233.0,35.0,113.0,21.0,42.0,244.0,119.0,5.0,3.0,132.0,18.0,155.0,35.0,273.0,93.0,206.0,97.0,92.0,123.0,906.0,7.0,28.0,2.0,88.0,71.0,54.0,4.0,150.0
6f780cf2b8d1c05277640c28e0733464,262.0,375.0,588.0,141.0,199.0,36.0,94.0,573.0,169.0,51.0,3.0,418.0,29.0,340.0,51.0,697.0,302.0,560.0,274.0,247.0,346.0,2214.0,163.0,128.0,21.0,311.0,156.0,86.0,15.0,323.0
6f8531bc0da7d830f2d8b9537a73bde9,21.0,36.0,59.0,10.0,12.0,4.0,13.0,52.0,21.0,1.0,1.0,37.0,2.0,33.0,2.0,51.0,30.0,53.0,27.0,20.0,25.0,215.0,0.0,7.0,6.0,33.0,17.0,5.0,5.0,27.0
6f8a0c4f5b2c2abc181a8d8e97f841eb,14.0,38.0,86.0,11.0,28.0,7.0,19.0,107.0,50.0,0.0,2.0,44.0,3.0,69.0,12.0,99.0,49.0,91.0,31.0,34.0,45.0,385.0,12.0,8.0,2.0,61.0,28.0,17.0,0.0,67.0
700ebf7d47c77ab999b158cec6d4f81d,390.0,577.0,796.0,137.0,282.0,44.0,137.0,669.0,260.0,38.0,8.0,399.0,59.0,382.0,79.0,736.0,253.0,588.0,261.0,302.0,324.0,2570.0,88.0,95.0,11.0,376.0,160.0,103.0,17.0,298.0
700fe11d16cd8194a9c01e1696771bb0,35.0,51.0,77.0,20.0,10.0,9.0,14.0,80.0,21.0,1.0,3.0,40.0,7.0,41.0,9.0,45.0,21.0,49.0,18.0,16.0,24.0,226.0,7.0,3.0,1.0,34.0,11.0,4.0,1.0,34.0
70508863b817fd43b69b5328a2ee91a0,263.0,408.0,624.0,61.0,215.0,13.0,78.0,658.0,206.0,23.0,7.0,213.0,36.0,435.0,69.0,631.0,199.0,410.0,151.0,221.0,290.0,2043.0,48.0,60.0,27.0,304.0,154.0,107.0,28.0,321.0
7127a3528a9fbe068e772cf247e8c574,293.0,472.0,702.0,164.0,183.0,70.0,94.0,526.0,235.0,45.0,50.0,328.0,39.0,286.0,69.0,348.0,119.0,304.0,161.0,147.0,138.0,1776.0,28.0,31.0,14.0,410.0,110.0,56.0,14.0,211.0
7175a46eaf9d0a6e00c562bfaa614360,560.0,1136.0,1632.0,270.0,423.0,54.0,237.0,1665.0,489.0,108.0,14.0,801.0,95.0,977.0,196.0,1143.0,568.0,995.0,529.0,472.0,479.0,5197.0,81.0,136.0,35.0,1052.0,413.0,158.0,118.0,799.0
71c23b8678904f5cac4249b59c0241e5,118.0,176.0,280.0,52.0,104.0,12.0,77.0,282.0,88.0,19.0,2.0,140.0,20.0,207.0,42.0,281.0,102.0,191.0,86.0,108.0,121.0,1003.0,49.0,40.0,5.0,150.0,82.0,42.0,15.0,180.0
7226dfa2f0bde9e94bac3c83a3b1ab7a,19.0,104.0,165.0,24.0,30.0,12.0,41.0,147.0,54.0,2.0,3.0,74.0,15.0,86.0,16.0,115.0,77.0,126.0,49.0,52.0,40.0,550.0,7.0,12.0,4.0,148.0,41.0,19.0,18.0,64.0
724a041b9477e6da58dcba0abf3e1b83,25.0,90.0,159.0,7.0,55.0,0.0,24.0,167.0,60.0,2.0,0.0,99.0,4.0,110.0,21.0,169.0,86.0,114.0,92.0,62.0,77.0,586.0,19.0,26.0,9.0,133.0,63.0,23.0,11.0,87.0
7267f43c71fcf53f4580fd3cd808bd48,2.0,3.0,9.0,4.0,0.0,4.0,1.0,14.0,3.0,0.0,1.0,8.0,0.0,11.0,3.0,12.0,8.0,11.0,4.0,7.0,2.0,38.0,0.0,3.0,1.0,6.0,2.0,2.0,0.0,7.0
72a8c3604dc5ec946dbad91e4e32a96c,122.0,179.0,274.0,67.0,114.0,26.0,42.0,303.0,93.0,14.0,11.0,196.0,16.0,183.0,41.0,444.0,163.0,305.0,127.0,163.0,217.0,1192.0,59.0,54.0,7.0,125.0,87.0,55.0,16.0,163.0
7319abebc084bd708234de226b11706a,166.0,344.0,592.0,97.0,229.0,24.0,116.0,663.0,233.0,28.0,6.0,344.0,32.0,448.0,76.0,583.0,226.0,513.0,246.0,233.0,250.0,2209.0,49.0,62.0,36.0,391.0,180.0,82.0,28.0,359.0
733924d2f62385907d4460bc626bd105,136.0,207.0,308.0,47.0,122.0,10.0,39.0,348.0,160.0,15.0,2.0,167.0,12.0,241.0,39.0,342.0,113.0,254.0,120.0,120.0,161.0,1232.0,47.0,50.0,19.0,158.0,110.0,58.0,11.0,220.0
73a12793a3099e6b35488cf75f191642,63.0,104.0,161.0,28.0,64.0,9.0,31.0,165.0,42.0,11.0,2.0,90.0,20.0,97.0,10.0,171.0,82.0,124.0,51.0,60.0,81.0,582.0,16.0,11.0,7.0,82.0,38.0,29.0,0.0,84.0
74013e82812ab01a19624acd2eb5e7a6,126.0,247.0,318.0,33.0,64.0,15.0,51.0,268.0,102.0,5.0,8.0,117.0,17.0,173.0,28.0,294.0,126.0,249.0,84.0,120.0,119.0,1028.0,35.0,30.0,8.0,245.0,101.0,49.0,13.0,149.0
748b929276449add1cb3bb5985e85fa1,258.0,391.0,594.0,97.0,197.0,35.0,112.0,562.0,206.0,12.0,14.0,292.0,34.0,324.0,48.0,541.0,227.0,407.0,195.0,222.0,219.0,1936.0,90.0,53.0,13.0,317.0,151.0,95.0,9.0,269.0
74dbe25adb304907217314e9e1a61037,211.0,313.0,472.0,74.0,167.0,25.0,41.0,478.0,179.0,13.0,5.0,213.0,14.0,174.0,38.0,430.0,164.0,359.0,138.0,170.0,210.0,1567.0,72.0,50.0,14.0,226.0,111.0,47.0,5.0,182.0
7597e9a96889f6b21b784f1465cf81f6,26.0,82.0,136.0,36.0,68.0,10.0,44.0,177.0,62.0,6.0,2.0,77.0,22.0,100.0,25.0,205.0,101.0,168.0,41.0,76.0,105.0,659.0,30.0,20.0,15.0,114.0,45.0,24.0,4.0,98.0
759c79b7e12f91ab33f717f03a9fa68a,5.0,16.0,20.0,15.0,1.0,7.0,7.0,16.0,10.0,4.0,4.0,23.0,4.0,6.0,0.0,10.0,0.0,5.0,8.0,2.0,5.0,46.0,6.0,3.0,0.0,13.0,13.0,3.0,5.0,7.0
75e98b37ba7021fad48973d5a54006c5,183.0,349.0,549.0,79.0,144.0,25.0,101.0,687.0,246.0,12.0,1.0,318.0,21.0,427.0,107.0,598.0,239.0,563.0,235.0,227.0,262.0,2228.0,64.0,87.0,13.0,433.0,177.0,77.0,25.0,349.0
7677a3ff1115438f2c90e9ef88ce8d4a,141.0,185.0,281.0,75.0,58.0,14.0,66.0,215.0,93.0,8.0,2.0,169.0,16.0,180.0,31.0,215.0,68.0,161.0,93.0,89.0,88.0,832.0,46.0,16.0,17.0,141.0,43.0,30.0,4.0,155.0
76a486bab32a8d9a00f2f3be1f1254be,0.0,15.0,35.0,9.0,13.0,3.0,14.0,69.0,21.0,1.0,0.0,31.0,6.0,25.0,4.0,35.0,18.0,46.0,22.0,8.0,17.0,160.0,3.0,20.0,3.0,24.0,20.0,10.0,12.0,26.0
76ad0635153071b7c8dad9392c2a01ab,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7709a321fc70524d52d8b85dda283665,53.0,74.0,113.0,34.0,30.0,21.0,35.0,112.0,45.0,8.0,17.0,61.0,6.0,64.0,16.0,56.0,30.0,43.0,27.0,25.0,21.0,308.0,11.0,6.0,1.0,38.0,29.0,10.0,3.0,46.0
7710e2148fd05e5ca145db66dcc010fa,312.0,404.0,569.0,82.0,218.0,31.0,67.0,510.0,190.0,12.0,8.0,256.0,27.0,288.0,53.0,431.0,117.0,322.0,172.0,155.0,232.0,1668.0,67.0,40.0,9.0,225.0,98.0,38.0,18.0,229.0
771b7d5533675770a3b146fb9702a5d9,66.0,133.0,236.0,73.0,87.0,29.0,54.0,330.0,88.0,7.0,4.0,217.0,10.0,199.0,45.0,301.0,112.0,216.0,140.0,96.0,149.0,1010.0,38.0,40.0,12.0,184.0,38.0,49.0,15.0,178.0
7723ccda68b032af60c7d799e5bcff88,468.0,726.0,999.0,227.0,334.0,62.0,225.0,729.0,223.0,50.0,15.0,577.0,88.0,557.0,64.0,808.0,330.0,563.0,346.0,320.0,360.0,2917.0,141.0,101.0,34.0,514.0,162.0,113.0,39.0,471.0
772b14ee8620c09f94102a9286c882f1,81.0,127.0,190.0,38.0,74.0,10.0,51.0,177.0,32.0,3.0,0.0,148.0,21.0,139.0,25.0,239.0,63.0,167.0,109.0,54.0,129.0,643.0,32.0,13.0,12.0,136.0,48.0,53.0,9.0,110.0
77417f1e4dc8214d722ac60e593783da,94.0,134.0,179.0,36.0,72.0,20.0,26.0,114.0,55.0,6.0,7.0,79.0,4.0,77.0,14.0,163.0,34.0,95.0,43.0,38.0,94.0,501.0,34.0,13.0,7.0,83.0,24.0,25.0,1.0,65.0
77acd9dde76233b3ea2fd5e0ef142571,134.0,224.0,300.0,60.0,81.0,20.0,53.0,297.0,123.0,22.0,8.0,206.0,9.0,217.0,43.0,195.0,56.0,176.0,145.0,66.0,101.0,935.0,13.0,49.0,10.0,217.0,98.0,27.0,15.0,161.0
77ad12a1c7a2a2ef6c16f9b053b8b9bc,138.0,286.0,410.0,62.0,108.0,24.0,91.0,396.0,117.0,11.0,5.0,155.0,34.0,209.0,57.0,268.0,128.0,263.0,93.0,118.0,107.0,1284.0,26.0,40.0,8.0,255.0,83.0,34.0,27.0,196.0
780c2d0710504d49e0b031c429833b8c,3.0,21.0,50.0,15.0,17.0,3.0,7.0,87.0,30.0,2.0,1.0,32.0,1.0,50.0,8.0,68.0,36.0,57.0,16.0,22.0,31.0,252.0,9.0,5.0,0.0,32.0,22.0,14.0,10.0,39.0
78d507493c70c1d8aa7df1fbffbafda8,83.0,113.0,163.0,39.0,60.0,13.0,30.0,187.0,63.0,18.0,9.0,105.0,7.0,106.0,23.0,216.0,97.0,178.0,65.0,84.0,98.0,683.0,22.0,22.0,0.0,63.0,62.0,34.0,12.0,91.0
7913f723d71fda0407c205ff2d03257d,263.0,465.0,701.0,131.0,218.0,47.0,159.0,698.0,218.0,23.0,19.0,326.0,68.0,438.0,86.0,705.0,275.0,518.0,191.0,265.0,315.0,2395.0,52.0,88.0,10.0,374.0,160.0,105.0,16.0,372.0
79239a88247e9f65e9b15ac22e275627,34.0,186.0,462.0,67.0,147.0,22.0,120.0,695.0,181.0,13.0,4.0,210.0,51.0,388.0,44.0,806.0,424.0,727.0,142.0,323.0,400.0,2394.0,90.0,90.0,30.0,403.0,144.0,74.0,9.0,339.0
7959e48a5c9869a5eb172935f082daa4,124.0,162.0,245.0,22.0,87.0,6.0,42.0,208.0,85.0,3.0,3.0,83.0,13.0,108.0,21.0,260.0,88.0,179.0,61.0,93.0,120.0,842.0,31.0,11.0,3.0,102.0,65.0,41.0,6.0,120.0
79eb6e86ebfa142cda2c5e39a25ae26f,202.0,428.0,608.0,127.0,243.0,48.0,125.0,619.0,214.0,41.0,27.0,383.0,50.0,369.0,68.0,696.0,239.0,475.0,256.0,252.0,318.0,2171.0,65.0,67.0,11.0,434.0,187.0,109.0,25.0,307.0
79f33b896538f4548d334ef5a4f208ce,672.0,924.0,1313.0,184.0,455.0,41.0,284.0,1252.0,483.0,50.0,3.0,708.0,103.0,741.0,134.0,1035.0,331.0,781.0,511.0,324.0,560.0,4128.0,97.0,81.0,20.0,558.0,322.0,120.0,27.0,633.0
7a0f030aa6ac470ebd7ddc8a49877759,10.0,10.0,17.0,3.0,7.0,1.0,3.0,16.0,5.0,1.0,0.0,8.0,2.0,7.0,0.0,23.0,7.0,12.0,5.0,10.0,10.0,54.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0
7a34c9c7e776fbf964d6da8a5c191557,93.0,112.0,167.0,23.0,66.0,6.0,48.0,176.0,65.0,4.0,2.0,89.0,11.0,71.0,13.0,161.0,97.0,117.0,66.0,51.0,82.0,630.0,47.0,20.0,5.0,68.0,54.0,27.0,2.0,83.0
7a4958e144f66200b5b831815bc836e8,5.0,7.0,13.0,1.0,5.0,0.0,3.0,8.0,2.0,0.0,0.0,14.0,0.0,7.0,1.0,8.0,3.0,8.0,13.0,3.0,5.0,35.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,5.0
7b0d825445ac43275ba4f8ce14e1ed5c,63.0,77.0,87.0,14.0,24.0,8.0,16.0,47.0,34.0,2.0,7.0,50.0,2.0,60.0,6.0,57.0,6.0,32.0,36.0,9.0,45.0,204.0,0.0,4.0,2.0,53.0,16.0,3.0,2.0,47.0
7b0d84345f034857f3c9cd793ee551ed,108.0,190.0,280.0,55.0,72.0,23.0,56.0,229.0,88.0,8.0,6.0,179.0,12.0,161.0,31.0,267.0,148.0,197.0,123.0,106.0,119.0,957.0,38.0,32.0,25.0,181.0,55.0,40.0,5.0,120.0
7b8c92977c4f15fd70734343e15159e7,42.0,96.0,143.0,31.0,45.0,13.0,46.0,140.0,63.0,11.0,7.0,141.0,11.0,116.0,27.0,159.0,63.0,137.0,109.0,66.0,74.0,541.0,21.0,27.0,4.0,111.0,35.0,18.0,10.0,80.0
7c8d272ee0dea952e04c986667bc81e7,21.0,26.0,46.0,11.0,6.0,4.0,11.0,46.0,14.0,3.0,2.0,18.0,5.0,18.0,1.0,33.0,6.0,16.0,7.0,15.0,15.0,116.0,4.0,1.0,1.0,11.0,14.0,1.0,3.0,16.0
7cbcd310a4c685b7beed65e7ed482997,3.0,3.0,3.0,3.0,0.0,0.0,2.0,9.0,4.0,2.0,0.0,8.0,0.0,2.0,1.0,14.0,4.0,5.0,5.0,3.0,8.0,16.0,4.0,2.0,1.0,5.0,4.0,3.0,0.0,1.0
7d21af3256ba9550d5aeb735c4f82093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7d92087eca047976d0f16d1b5085ccba,560.0,1179.0,1693.0,207.0,497.0,79.0,379.0,1682.0,667.0,38.0,30.0,744.0,134.0,1076.0,229.0,1699.0,573.0,1419.0,530.0,653.0,736.0,5953.0,150.0,170.0,24.0,1294.0,477.0,259.0,105.0,939.0
7e03c6f9dd45c17c8eade49475a9adf0,3.0,12.0,13.0,8.0,6.0,0.0,12.0,38.0,14.0,1.0,0.0,32.0,8.0,19.0,7.0,40.0,2.0,8.0,23.0,9.0,23.0,56.0,2.0,2.0,15.0,23.0,10.0,8.0,0.0,3.0
7e0954e34b5af347696eb260230bccda,11.0,12.0,19.0,5.0,9.0,1.0,5.0,22.0,7.0,0.0,1.0,10.0,1.0,13.0,3.0,30.0,12.0,23.0,4.0,8.0,19.0,75.0,0.0,1.0,0.0,15.0,6.0,3.0,0.0,4.0
7e0ad0b53a7ac6ffaacc7d634fb3cccd,15.0,53.0,76.0,21.0,19.0,9.0,8.0,60.0,32.0,3.0,5.0,37.0,3.0,30.0,10.0,42.0,19.0,36.0,16.0,20.0,18.0,200.0,8.0,8.0,5.0,51.0,12.0,2.0,8.0,28.0
7e450a79b8bacd420727a5dd9305f8d8,125.0,407.0,749.0,150.0,332.0,49.0,216.0,973.0,376.0,21.0,24.0,450.0,74.0,667.0,117.0,1030.0,404.0,824.0,298.0,399.0,473.0,3441.0,120.0,103.0,27.0,552.0,280.0,169.0,18.0,665.0
7e76e4ddfbe08dcffad1c0818f61e84d,3.0,48.0,87.0,22.0,45.0,5.0,18.0,155.0,49.0,6.0,0.0,56.0,6.0,99.0,22.0,91.0,44.0,80.0,34.0,44.0,37.0,410.0,14.0,12.0,1.0,76.0,26.0,11.0,0.0,97.0
7f1e19cf6c828b2b6a6953fa127a0351,184.0,461.0,746.0,170.0,247.0,75.0,168.0,812.0,319.0,26.0,11.0,382.0,71.0,442.0,67.0,741.0,392.0,622.0,210.0,277.0,353.0,2915.0,82.0,90.0,44.0,560.0,261.0,102.0,45.0,453.0
7f32cebae2e681bce773258dceae0b3d,458.0,697.0,983.0,197.0,351.0,65.0,245.0,931.0,335.0,61.0,37.0,501.0,73.0,655.0,118.0,930.0,267.0,708.0,298.0,327.0,419.0,3177.0,69.0,76.0,55.0,591.0,220.0,164.0,41.0,491.0
7fc29084716097cb81f5be35b7290392,342.0,474.0,687.0,49.0,294.0,16.0,82.0,699.0,266.0,12.0,12.0,230.0,27.0,340.0,81.0,830.0,239.0,590.0,181.0,286.0,410.0,2462.0,74.0,81.0,12.0,297.0,162.0,121.0,19.0,297.0
7fff563829c6ccdc0a5cd5d34e1f86c9,53.0,112.0,143.0,52.0,57.0,18.0,57.0,153.0,39.0,18.0,11.0,117.0,15.0,129.0,25.0,150.0,56.0,116.0,64.0,66.0,69.0,545.0,24.0,18.0,10.0,127.0,31.0,10.0,4.0,105.0
802766e3b0c3d6aea9e0fe9359c6ae87,1.0,10.0,12.0,7.0,8.0,0.0,11.0,26.0,12.0,6.0,0.0,22.0,3.0,7.0,1.0,20.0,11.0,15.0,15.0,8.0,7.0,61.0,2.0,6.0,2.0,12.0,8.0,5.0,0.0,3.0
802ee999690da0796de8f001fd30c658,85.0,129.0,197.0,13.0,53.0,3.0,26.0,189.0,64.0,2.0,0.0,85.0,12.0,118.0,15.0,200.0,74.0,163.0,71.0,72.0,91.0,683.0,22.0,18.0,5.0,128.0,52.0,33.0,5.0,98.0
8106f47a74c8daa9addfd4f676edd7c1,3.0,5.0,9.0,8.0,4.0,2.0,3.0,9.0,2.0,3.0,1.0,16.0,1.0,5.0,0.0,26.0,7.0,19.0,8.0,18.0,3.0,51.0,3.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0
810e9b1b51be95b66789783641e2285a,64.0,94.0,134.0,18.0,33.0,8.0,33.0,141.0,59.0,3.0,2.0,57.0,11.0,70.0,9.0,161.0,64.0,128.0,38.0,80.0,52.0,481.0,19.0,17.0,3.0,80.0,55.0,24.0,7.0,54.0
81225103c421dc24e2d1e3bec612181d,227.0,352.0,527.0,88.0,159.0,46.0,120.0,461.0,159.0,20.0,38.0,250.0,53.0,313.0,66.0,353.0,166.0,277.0,161.0,126.0,170.0,1581.0,63.0,35.0,26.0,255.0,93.0,50.0,14.0,263.0
8203a6773a849317241320a1f58ff9c7,124.0,167.0,262.0,40.0,89.0,20.0,36.0,268.0,95.0,5.0,1.0,145.0,14.0,131.0,24.0,291.0,126.0,255.0,103.0,108.0,137.0,978.0,62.0,44.0,8.0,121.0,65.0,40.0,1.0,110.0
82e932005d8c94bb93bcb54fa19f421c,1144.0,2142.0,3136.0,483.0,955.0,161.0,596.0,2911.0,1068.0,109.0,55.0,1521.0,211.0,1582.0,317.0,2209.0,923.0,1865.0,1034.0,919.0,915.0,9619.0,292.0,286.0,70.0,1940.0,799.0,317.0,106.0,1257.0
830001159a2b25204f3e044ad8202044,30.0,136.0,226.0,48.0,47.0,27.0,40.0,285.0,98.0,6.0,0.0,173.0,5.0,156.0,30.0,227.0,129.0,228.0,125.0,106.0,79.0,918.0,18.0,33.0,14.0,248.0,91.0,29.0,22.0,118.0
83023d4a6bb892c99befda0560214d1b,31.0,66.0,89.0,10.0,12.0,5.0,8.0,86.0,23.0,4.0,0.0,47.0,2.0,70.0,23.0,75.0,34.0,69.0,37.0,17.0,42.0,300.0,6.0,9.0,2.0,78.0,5.0,14.0,0.0,52.0
8317892831287a1ab5dee86d218962f5,8.0,13.0,17.0,2.0,4.0,0.0,4.0,19.0,7.0,0.0,0.0,8.0,1.0,16.0,2.0,13.0,10.0,17.0,6.0,4.0,5.0,71.0,5.0,1.0,0.0,12.0,4.0,6.0,0.0,13.0
8336bc67a69efe3aebbd0a10dcc7c51c,96.0,149.0,220.0,17.0,51.0,3.0,36.0,222.0,103.0,7.0,0.0,121.0,10.0,139.0,18.0,340.0,132.0,270.0,104.0,121.0,152.0,940.0,47.0,32.0,7.0,115.0,112.0,60.0,15.0,132.0
8364eb7ffc6fd539336436ead20aa0ff,34.0,46.0,75.0,25.0,35.0,13.0,12.0,84.0,21.0,5.0,8.0,54.0,4.0,55.0,6.0,105.0,37.0,68.0,29.0,33.0,54.0,299.0,6.0,16.0,3.0,30.0,24.0,16.0,5.0,51.0
8375086415bc4b649cfab71cf0768fd7,89.0,132.0,200.0,38.0,45.0,6.0,33.0,182.0,46.0,13.0,2.0,122.0,6.0,127.0,21.0,146.0,46.0,113.0,83.0,37.0,78.0,578.0,14.0,18.0,7.0,104.0,36.0,28.0,15.0,108.0
83b42f70e17daecbc41b785c2b9ce869,166.0,260.0,367.0,56.0,111.0,21.0,57.0,310.0,98.0,12.0,3.0,187.0,21.0,180.0,33.0,261.0,106.0,198.0,130.0,110.0,113.0,1089.0,25.0,22.0,16.0,189.0,57.0,30.0,7.0,163.0
845393074d907aa766c088442a2f1308,96.0,162.0,229.0,32.0,71.0,4.0,79.0,201.0,76.0,7.0,1.0,104.0,20.0,144.0,29.0,202.0,59.0,172.0,72.0,75.0,84.0,736.0,8.0,25.0,10.0,115.0,64.0,40.0,8.0,116.0
8461e84c68777737b77d15999d8f14c7,98.0,130.0,157.0,48.0,76.0,16.0,41.0,140.0,54.0,12.0,5.0,125.0,10.0,111.0,5.0,170.0,65.0,88.0,77.0,57.0,75.0,535.0,33.0,18.0,5.0,84.0,42.0,32.0,8.0,87.0
8478f29e49128de4b9333a3487af6a80,91.0,123.0,175.0,21.0,51.0,4.0,19.0,137.0,54.0,4.0,0.0,59.0,4.0,60.0,10.0,128.0,42.0,89.0,38.0,44.0,64.0,470.0,18.0,10.0,4.0,66.0,44.0,18.0,10.0,45.0
84a9b39b4c88bacf0d304eb9d849a6ac,41.0,70.0,129.0,31.0,49.0,7.0,30.0,124.0,43.0,11.0,3.0,73.0,7.0,81.0,11.0,112.0,51.0,81.0,42.0,41.0,51.0,426.0,12.0,14.0,3.0,67.0,33.0,19.0,10.0,67.0
84d1a2573b06e86b12370ce2c7563117,240.0,322.0,462.0,79.0,176.0,26.0,88.0,439.0,221.0,18.0,5.0,226.0,30.0,336.0,49.0,473.0,120.0,325.0,145.0,146.0,259.0,1602.0,38.0,21.0,7.0,200.0,138.0,59.0,9.0,253.0
850dda1a12b0f1caec1d317b5056e845,123.0,239.0,363.0,65.0,131.0,12.0,51.0,372.0,160.0,11.0,5.0,165.0,22.0,180.0,40.0,347.0,128.0,299.0,99.0,130.0,162.0,1292.0,27.0,34.0,31.0,221.0,118.0,50.0,32.0,163.0
855f69267caba188c45901861dd0c639,1223.0,1798.0,2421.0,400.0,769.0,144.0,403.0,1977.0,691.0,64.0,47.0,1133.0,225.0,1073.0,213.0,1951.0,649.0,1408.0,726.0,740.0,903.0,7038.0,252.0,130.0,34.0,1314.0,481.0,258.0,86.0,893.0
