,funct,article,verb,auxverb,social,family,friend,humans,affect,posemo,negemo,anx,anger,past,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,present,percept,see,hear,feel,bio,body,health,sexual,future,ingest,adverb,preps,conj,negate,pronoun,quant,number,swear,relativ,motion,space,time,ppron,work,achieve,leisure,home,money,relig,death,i,assent,nonfl,filler,we,you,shehe,they,ipron,sum
009d96a823b6f6c085c092fb177491f6,0.19692229644034837,0.02153265127814887,0.046588314872748796,0.024717454412220626,0.034863729883599676,0.002339280178123503,0.001521941320706857,0.003015698542882106,0.027986809841887207,0.020997153406048307,0.006848735943180857,0.0010428116456695133,0.002423832473718328,0.00825794086976128,0.0013528367295172065,0.06130041430624841,0.00825794086976128,0.005354978721005608,0.006820551844649249,0.009328936613962403,0.006341422169611905,0.0025083847693131533,0.017558693385192073,0.01028719596403709,0.03153800625686987,0.010146275471379048,0.003692116907640709,0.002170175586933852,0.0028747780502240638,0.0103153800625687,0.0032411713311349738,0.002959330345818889,0.0019728868972125925,0.0029875144443504975,0.0024520165722499367,0.018516952735266764,0.04244525238860235,0.023251881288576984,0.005242242326879175,0.05851018855161918,0.009244384318367577,0.002339280178123503,0.0008173388574166455,0.0569318790338491,0.008145204475634847,0.021222626194301174,0.025985738846143008,0.03911952876187255,0.005608635607790085,0.005721372001916519,0.004537639863588963,0.002423832473718328,0.002170175586933852,0.0012401003353907725,0.0004791296750373439,0.024041036047462022,0.002339280178123503,0.0005636819706321694,0.002113807389870635,0.003072066739945323,0.00825794086976128,0.0017192300104281165,0.0020292550942758096,0.019390659789746623,1.0
00c69df4ec41f61da30ed2874b9fbfaf,0.18115942028985507,0.018115942028985508,0.050724637681159424,0.021739130434782608,0.06884057971014493,0.0,0.007246376811594203,0.010869565217391304,0.025362318840579712,0.018115942028985508,0.007246376811594203,0.0,0.007246376811594203,0.007246376811594203,0.0,0.07246376811594203,0.007246376811594203,0.0036231884057971015,0.018115942028985508,0.018115942028985508,0.0036231884057971015,0.007246376811594203,0.007246376811594203,0.014492753623188406,0.03260869565217391,0.007246376811594203,0.0036231884057971015,0.0036231884057971015,0.0,0.0036231884057971015,0.0,0.0,0.0036231884057971015,0.007246376811594203,0.0,0.014492753623188406,0.021739130434782608,0.014492753623188406,0.014492753623188406,0.06521739130434782,0.0036231884057971015,0.007246376811594203,0.0036231884057971015,0.036231884057971016,0.0036231884057971015,0.0036231884057971015,0.028985507246376812,0.043478260869565216,0.010869565217391304,0.014492753623188406,0.0,0.0,0.0036231884057971015,0.0036231884057971015,0.0,0.018115942028985508,0.0,0.0,0.0036231884057971015,0.0,0.007246376811594203,0.014492753623188406,0.0036231884057971015,0.021739130434782608,1.0
011679a3ae49998801ada93d822b7302,0.19312320916905446,0.017683176422431435,0.0492836676217765,0.025542365943512075,0.024969300040933277,0.0014735980352026197,0.0004911993450675399,0.0026197298403602127,0.029881293491608677,0.019893573475235366,0.009005321326238231,0.0009823986901350797,0.0022103970528039294,0.007531723291035612,0.0031109291854277527,0.0492836676217765,0.0045026606631191155,0.0040114613180515755,0.005321326238231682,0.007613589848546869,0.004584527220630372,0.002046663937781416,0.015227179697093737,0.008759721653704462,0.0356938190749079,0.006958657388456815,0.0031109291854277527,0.001146131805157593,0.0014735980352026197,0.011133851821530904,0.0026197298403602127,0.0021285304952926728,0.004175194433074089,0.002292263610315186,0.0026197298403602127,0.021121571837904217,0.044371674171101105,0.02177650429799427,0.004093327875562832,0.058043389275480965,0.008022922636103151,0.0031109291854277527,0.0007367990176013098,0.06942284076954564,0.009905853458862055,0.020630372492836675,0.03749488334015555,0.04134261154318461,0.009742120343839542,0.0042570609905853455,0.009496520671305771,0.005157593123209169,0.002537863282848956,0.0009823986901350797,0.0007367990176013098,0.031027425296766272,0.0036021285304952927,0.0010642652476463364,0.0018010642652476463,0.0017191977077363897,0.0036839950880065493,0.0031109291854277527,0.0018010642652476463,0.016700777732296355,1.0
013df2d13511f23adefe80a3347911dc,0.1829787234042553,0.024113475177304965,0.06099290780141844,0.02553191489361702,0.028368794326241134,0.0014184397163120568,0.0,0.00851063829787234,0.03546099290780142,0.02269503546099291,0.01276595744680851,0.0,0.00851063829787234,0.015602836879432624,0.0,0.04113475177304964,0.005673758865248227,0.0014184397163120568,0.00425531914893617,0.014184397163120567,0.0028368794326241137,0.0028368794326241137,0.005673758865248227,0.005673758865248227,0.04397163120567376,0.00425531914893617,0.00425531914893617,0.0,0.0,0.019858156028368795,0.014184397163120567,0.0014184397163120568,0.0014184397163120568,0.0,0.00425531914893617,0.024113475177304965,0.04113475177304964,0.009929078014184398,0.0014184397163120568,0.05106382978723404,0.011347517730496455,0.0014184397163120568,0.00425531914893617,0.059574468085106386,0.00425531914893617,0.02269503546099291,0.032624113475177303,0.03829787234042553,0.005673758865248227,0.0028368794326241137,0.00425531914893617,0.0014184397163120568,0.005673758865248227,0.0,0.0014184397163120568,0.031205673758865248,0.015602836879432624,0.0014184397163120568,0.00425531914893617,0.0,0.00425531914893617,0.0,0.0028368794326241137,0.01276595744680851,1.0
01530624766b3be63c7709c6581c335d,0.1969903176886884,0.016914881206983708,0.05280553719329626,0.02760819691254812,0.025819496830890073,0.001049889178364506,0.0003110782750709647,0.0016720457285064353,0.02885251001283198,0.01753703775712564,0.011004393980635378,0.0012831978846677295,0.003771824085235447,0.008982385192674107,0.0027997044756386826,0.06182680717035424,0.011354357040090213,0.006454874207722518,0.008282459073764436,0.010732200489948284,0.0064159894233386475,0.0027219349068709413,0.01053777656802893,0.010382237430493447,0.03519072986740288,0.010148928724190225,0.004005132791538671,0.002177547925496753,0.003421861025780612,0.01108216354940312,0.0047050589104483415,0.002566395769335459,0.0019831240035774003,0.003421861025780612,0.002060893572345141,0.021619940117432047,0.03433526461095773,0.019792355251390132,0.005171676323054789,0.07135357934440253,0.008321343858148306,0.002216432709880624,0.001127658747132247,0.04261772368472217,0.005832717657580588,0.015826107244235332,0.01987012482015787,0.048567095695454365,0.003732939300851577,0.004549519772912859,0.005288330676206401,0.0021386631411128825,0.0010110043939806355,0.0015553913753548238,0.0009332348252128942,0.03519072986740288,0.0026441653381032004,0.0005055021969903177,0.002760819691254812,0.0007776956876774119,0.00979896566473539,0.001710930512890306,0.0010887739627483766,0.022786483648948166,1.0
01cb2ebb310b2d88bcf8a4f5faf6ab60,0.1901484190148419,0.02301570230157023,0.050118305011830504,0.028393202839320283,0.028393202839320283,0.005807700580770058,0.00021510002151000216,0.001505700150570015,0.03807270380727038,0.026672402667240268,0.011400301140030114,0.00043020004302000433,0.004302000430200043,0.011400301140030114,0.0021510002151000217,0.05248440524844052,0.004947300494730049,0.0032265003226500323,0.005377500537750054,0.007958700795870079,0.005162400516240052,0.0023661002366100236,0.017853301785330178,0.010324801032480103,0.03097440309744031,0.009679500967950097,0.00602280060228006,0.0010755001075500108,0.001290600129060013,0.011615401161540116,0.004086900408690041,0.004086900408690041,0.0008604000860400087,0.0034416003441600346,0.002796300279630028,0.021725102172510218,0.05420520542052054,0.021510002151000216,0.007313400731340073,0.036351903635190363,0.007743600774360078,0.0021510002151000217,0.0017208001720800173,0.07377930737793074,0.010324801032480103,0.0301140030114003,0.03204990320499032,0.022800602280060228,0.006237900623790062,0.008388900838890084,0.007743600774360078,0.002796300279630028,0.0017208001720800173,0.001290600129060013,0.00043020004302000433,0.012690901269090126,0.004732200473220047,0.00021510002151000216,0.0006453000645300065,0.0017208001720800173,0.0019359001935900194,0.004517100451710045,0.0019359001935900194,0.013551301355130135,1.0
022e61eafebe3d5cb81993105337a05f,0.2099737532808399,0.026246719160104987,0.03937007874015748,0.026246719160104987,0.045494313210848646,0.0008748906386701663,0.0,0.0017497812773403325,0.02537182852143482,0.014873140857392825,0.010498687664041995,0.0008748906386701663,0.008748906386701663,0.007874015748031496,0.0,0.06824146981627296,0.004374453193350831,0.006124234470691163,0.00699912510936133,0.011373578302712161,0.005249343832020997,0.004374453193350831,0.023622047244094488,0.011373578302712161,0.02099737532808399,0.007874015748031496,0.0017497812773403325,0.0017497812773403325,0.003499562554680665,0.00699912510936133,0.003499562554680665,0.0017497812773403325,0.0008748906386701663,0.0008748906386701663,0.0008748906386701663,0.013123359580052493,0.04374453193350831,0.020122484689413824,0.005249343832020997,0.06824146981627296,0.007874015748031496,0.0017497812773403325,0.0017497812773403325,0.04286964129483815,0.009623797025371828,0.019247594050743656,0.013123359580052493,0.04286964129483815,0.0008748906386701663,0.004374453193350831,0.009623797025371828,0.0017497812773403325,0.0008748906386701663,0.00699912510936133,0.0,0.01399825021872266,0.0026246719160104987,0.0,0.004374453193350831,0.008748906386701663,0.01837270341207349,0.0008748906386701663,0.0008748906386701663,0.02537182852143482,1.0
02e23ec1c20e1c1ff45201c9a64f0756,0.20824379761672202,0.031256104707950774,0.04786091033404962,0.02852119554600508,0.03418636452432116,0.0007814026176987692,0.0001953506544246923,0.0029302598163703846,0.027153740965032234,0.01504200039070131,0.011134987302207463,0.0021488571986716157,0.003125610470795077,0.011134987302207463,0.003125610470795077,0.05919124829068177,0.009181480757960539,0.006641922250439539,0.004493065051767923,0.008986130103535847,0.009767532721234616,0.0025395585075210004,0.012111740574330924,0.009376831412385232,0.029302598163703848,0.008986130103535847,0.002344207853096308,0.0027349091619456923,0.0029302598163703846,0.007618675522563001,0.0019535065442469234,0.004688415706192616,0.0003907013088493846,0.003711662434069154,0.000586051963274077,0.016604805626098847,0.043953897245555776,0.01758155889822231,0.006055870287165462,0.05196327407696816,0.01582340300840008,0.004883766360617308,0.0013674545809728462,0.05567493651103731,0.007032623559288923,0.02109787067786677,0.02598163703848408,0.03164680601680016,0.009767532721234616,0.008009376831412385,0.0035163117796444617,0.0003907013088493846,0.0042977143973432315,0.0017581558898222308,0.0015628052353975385,0.013283844500879077,0.0003907013088493846,0.0009767532721234617,0.0033209611252197693,0.004493065051767923,0.010548935338933385,0.0007814026176987692,0.0025395585075210004,0.020316468060168003,1.0
03b6072a243347cf634eee1018be408d,0.1913763806287171,0.018691588785046728,0.05395072217502124,0.032497875955819884,0.022514868309260833,0.00021240441801189465,0.00021240441801189465,0.002973661852166525,0.034409515717926935,0.017417162276975363,0.016779949022939677,0.001274426508071368,0.0076465590484282074,0.011045029736618521,0.004885301614273577,0.05076465590484282,0.006159728122344945,0.007009345794392523,0.005734919286321156,0.00913338997451147,0.004248088360237893,0.001274426508071368,0.009770603228547154,0.011045029736618521,0.036321155480033986,0.010832625318606627,0.004035683942225999,0.002548853016142736,0.0038232795242141037,0.015717926932880204,0.007009345794392523,0.0044604927782497875,0.0014868309260832626,0.0019116397621070519,0.003610875106202209,0.02017841971112999,0.03887000849617672,0.0118946474086661,0.0038232795242141037,0.05883602378929482,0.008496176720475786,0.0027612574341546302,0.003610875106202209,0.05203908241291419,0.004248088360237893,0.021240441801189464,0.02506372132540357,0.045029736618521665,0.006584536958368734,0.002548853016142736,0.006796941376380629,0.002548853016142736,0.001274426508071368,0.0014868309260832626,0.0027612574341546302,0.03207306711979609,0.003610875106202209,0.001274426508071368,0.0033984706881903144,0.002336448598130841,0.006584536958368734,0.0031860662701784196,0.0008496176720475786,0.013806287170773151,1.0
03e6c4eca4269c183fa0e1780f73faba,0.2043222003929273,0.025540275049115914,0.04420432220039293,0.029469548133595286,0.030451866404715127,0.0009823182711198428,0.0,0.0009823182711198428,0.030451866404715127,0.01768172888015717,0.012770137524557957,0.0019646365422396855,0.003929273084479371,0.003929273084479371,0.004911591355599214,0.05795677799607073,0.005893909626719057,0.003929273084479371,0.0019646365422396855,0.003929273084479371,0.007858546168958742,0.004911591355599214,0.022593320235756387,0.009823182711198428,0.03831041257367387,0.009823182711198428,0.004911591355599214,0.0019646365422396855,0.0029469548133595285,0.014734774066797643,0.005893909626719057,0.004911591355599214,0.003929273084479371,0.0,0.0,0.01669941060903733,0.04911591355599214,0.0275049115913556,0.007858546168958742,0.047151277013752456,0.003929273084479371,0.005893909626719057,0.0009823182711198428,0.05992141453831041,0.009823182711198428,0.0275049115913556,0.019646365422396856,0.03339882121807466,0.0019646365422396855,0.0009823182711198428,0.003929273084479371,0.0019646365422396855,0.0019646365422396855,0.0019646365422396855,0.003929273084479371,0.01768172888015717,0.0029469548133595285,0.0019646365422396855,0.003929273084479371,0.003929273084479371,0.0009823182711198428,0.0068762278978389,0.003929273084479371,0.0137524557956778,1.0
