,funct,article,verb,auxverb,social,family,friend,humans,affect,posemo,negemo,anx,anger,past,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,present,percept,see,hear,feel,bio,body,health,sexual,future,ingest,adverb,preps,conj,negate,pronoun,quant,number,swear,relativ,motion,space,time,ppron,work,achieve,leisure,home,money,relig,death,i,assent,nonfl,filler,we,you,shehe,they,ipron,sum
044f5651b920abc718440c0b19534fc3,0.19398907103825136,0.020491803278688523,0.03961748633879782,0.020491803278688523,0.03961748633879782,0.0,0.001366120218579235,0.0,0.03278688524590164,0.02459016393442623,0.00819672131147541,0.00273224043715847,0.00273224043715847,0.009562841530054645,0.00273224043715847,0.05874316939890711,0.01092896174863388,0.00273224043715847,0.00273224043715847,0.009562841530054645,0.006830601092896175,0.00819672131147541,0.01366120218579235,0.00546448087431694,0.025956284153005466,0.00546448087431694,0.00273224043715847,0.00273224043715847,0.0,0.01366120218579235,0.00546448087431694,0.004098360655737705,0.00546448087431694,0.001366120218579235,0.0,0.01092896174863388,0.056010928961748634,0.01912568306010929,0.009562841530054645,0.0546448087431694,0.009562841530054645,0.00273224043715847,0.0,0.06420765027322405,0.001366120218579235,0.025956284153005466,0.036885245901639344,0.03551912568306011,0.012295081967213115,0.004098360655737705,0.00273224043715847,0.001366120218579235,0.001366120218579235,0.004098360655737705,0.006830601092896175,0.012295081967213115,0.0,0.0,0.001366120218579235,0.001366120218579235,0.01639344262295082,0.00546448087431694,0.0,0.01912568306010929,1.0
0467ce1e63e2a48da92e1ff53f052829,0.2033726812816189,0.01821247892074199,0.05564924114671164,0.03035413153456998,0.03102866779089376,0.002023608768971332,0.0006745362563237774,0.0026981450252951096,0.025295109612141653,0.02023608768971332,0.004384485666104553,0.0,0.002360876897133221,0.014165261382799325,0.0,0.06374367622259697,0.007082630691399663,0.007419898819561552,0.013490725126475547,0.011129848229342328,0.0016863406408094434,0.0013490725126475548,0.016188870151770656,0.011129848229342328,0.03102866779089376,0.016863406408094434,0.008768971332209106,0.0030354131534569982,0.0030354131534569982,0.008431703204047217,0.002360876897133221,0.0030354131534569982,0.001011804384485666,0.005733558178752108,0.002023608768971332,0.01821247892074199,0.044856661045531196,0.027318718381112984,0.007082630691399663,0.06205733558178752,0.008431703204047217,0.003372681281618887,0.0003372681281618887,0.03709949409780776,0.004047217537942664,0.016526138279932545,0.016526138279932545,0.03777403035413154,0.003372681281618887,0.003709949409780776,0.00505902192242833,0.001011804384485666,0.0,0.002360876897133221,0.0003372681281618887,0.024957841483979764,0.00505902192242833,0.0013490725126475548,0.0030354131534569982,0.0013490725126475548,0.005396290050590219,0.0030354131534569982,0.0030354131534569982,0.024283305227655986,1.0
04a3601e8b319f740167723a58c488e7,0.19235359304407126,0.020586480265961982,0.04982524933935726,0.027960105702838634,0.029324013298099055,0.002983547864632171,0.0007671980223339868,0.0020884835052425196,0.03200920637626801,0.022163498422981844,0.009589975279174837,0.0016622623817236382,0.0023015940670019605,0.008353934020970078,0.0023442161793538487,0.055025147046287616,0.00788509078509931,0.005072031369874691,0.005583496718097349,0.007671980223339868,0.00532776404398602,0.002045861392890632,0.01577018157019862,0.009803085840934277,0.03333049185917654,0.009206376268007842,0.0025573267411132896,0.001832750831131191,0.003452391100502941,0.01436365186258631,0.004091722785781264,0.004304833347540704,0.0023442161793538487,0.003835990111669934,0.0038786122240218224,0.016068536356661837,0.0467990793623732,0.020970079277128975,0.005072031369874691,0.051828488619896,0.009248998380359731,0.002386838291705737,0.0008950643593896514,0.06150370812377461,0.008268689796266302,0.01986190435597988,0.03217969482567556,0.03537635325206717,0.006606427414542665,0.007970335009803086,0.0072457590998209875,0.0027704373028727305,0.0022589719546500723,0.005114653482226579,0.000255732674111329,0.020799590827721422,0.0016622623817236382,0.001108174921149092,0.001022930696445316,0.002429460404057625,0.008396556133321968,0.002983547864632171,0.0007671980223339868,0.01645213536782883,1.0
04be1d6fa64adb60a3d2847f4f905ec1,0.2031530966419939,0.021118220214945846,0.04976372684313971,0.026387320704219463,0.030025509137289342,0.0021745494082716513,0.0003763643206624012,0.004390917074394681,0.022665495755446827,0.013800025090954711,0.008656379375235227,0.0012127294776899595,0.004056371011583657,0.011667293940534437,0.0017981850876092503,0.053527370049763726,0.007443649897545268,0.005185463973570861,0.006983649061180111,0.009158198469451763,0.0060218291305984195,0.0020909128925688954,0.011332747877723414,0.009910927110776565,0.03148914816208757,0.01020365491573621,0.005060009200016727,0.0029690963074478316,0.0016309120562037385,0.007652741186802158,0.0030945510810019656,0.0017563668297578723,0.0015890937983523605,0.0030109145652992097,0.001380002509095471,0.022790950529000962,0.05068372851587003,0.02103458369924309,0.003303642370258855,0.05532555513737298,0.011541839166980303,0.002300004181825785,0.0011709112198385815,0.05942374440680801,0.007067285576882867,0.026094592899259816,0.024798226905867103,0.03579642872077949,0.01643457533559152,0.0041400075272864136,0.0066491029983690875,0.0015054572826496049,0.0019236398611633839,0.002341822439677163,0.0012127294776899595,0.02467277213231297,0.003345460628110233,0.0006272738677706687,0.002425458955379919,0.0011290929619872036,0.004767281395057082,0.003178187596704721,0.0020490946347175177,0.019529126416593486,1.0
052d07c87f511121889e653d7151e931,0.18947368421052632,0.0,0.042105263157894736,0.010526315789473684,0.031578947368421054,0.0,0.0,0.0,0.021052631578947368,0.021052631578947368,0.0,0.0,0.0,0.021052631578947368,0.0,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.05263157894736842,0.021052631578947368,0.021052631578947368,0.0,0.0,0.0,0.0,0.010526315789473684,0.010526315789473684,0.0,0.0,0.0,0.0,0.031578947368421054,0.08421052631578947,0.042105263157894736,0.0,0.05263157894736842,0.0,0.0,0.0,0.07368421052631578,0.010526315789473684,0.031578947368421054,0.021052631578947368,0.031578947368421054,0.0,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.010526315789473684,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.021052631578947368,1.0
054e5fd22c26a92926a61c261c99054c,0.19904931669637552,0.025321084144613558,0.046620046620046623,0.023538552950317655,0.026143790849673203,0.0006398829928241693,0.0005941770647653001,0.0016454134101192926,0.02577814342520225,0.015722839252251018,0.009872480460715755,0.001371177841766077,0.0031994149641208463,0.009963892316833494,0.002559531971296677,0.05740664564193976,0.008181361122537593,0.0041592394533571005,0.0053475935828877,0.00840989076283194,0.006810183280771516,0.0019196489784725078,0.015814251108368756,0.010329539741304447,0.030257324374971434,0.013620366561543033,0.0043877690936514465,0.003427944604415193,0.004433475021710316,0.011060834590246356,0.003930709813062754,0.0038392979569450156,0.0007312948489419077,0.002650943827414416,0.002742355683532154,0.019059372000548472,0.045294574706339415,0.019927784633666987,0.005850358791535262,0.0569038804332922,0.009552538964303671,0.0035650623885918,0.00031994149641208463,0.06083459024635495,0.008866950043420632,0.02449837743955391,0.026052378993555465,0.038210155857214684,0.005621829151240916,0.0051647698706522235,0.007998537410302117,0.0022852964029434616,0.002696649755473285,0.0009598244892362539,0.0011883541295306002,0.024955436720142603,0.0033822386763563235,0.0010512363453539925,0.002331002331002331,0.0024224141871200693,0.008044243338360985,0.0010512363453539925,0.001736825266237031,0.018693724576077517,1.0
055638f0a33b2df4031fadb86076861f,0.20220667153221997,0.022710685613703686,0.048254840510024474,0.02867814364830636,0.03185506375305886,0.0013738032885416218,0.0013738032885416218,0.0034774395741209805,0.027647791181900142,0.017043747048469497,0.01026059331129524,0.0009874211136392907,0.0045507233932941225,0.009530760314257503,0.0013738032885416218,0.05842957111578586,0.007598849439745846,0.003820890396256386,0.007083673206542738,0.011720259305370712,0.0047653801571287515,0.0017172541106770275,0.015884600523762504,0.01004593654746061,0.03043832911175031,0.008586270553385136,0.0031339887519855752,0.002447087107714764,0.002232430343880136,0.01373803288541622,0.005752801270768042,0.0033486455158202033,0.0029193319881509468,0.002876400635384021,0.002447087107714764,0.017859442751041087,0.05061606491220538,0.02000601038938737,0.003735027690722535,0.05207573090628086,0.010518181427896792,0.004464860687760272,0.002447087107714764,0.05452281801399562,0.00686901644270811,0.021251019619628213,0.026531576009960072,0.035160777916112135,0.006826085089941184,0.006826085089941184,0.005624007212467265,0.002318293049413987,0.003434508221354055,0.0014596659940754734,0.0006010389387369596,0.02241016614433521,0.0018460481689778045,0.0007727643498046623,0.0018460481689778045,0.0013308719357746962,0.007684712145279698,0.002447087107714764,0.0012879405830077705,0.016914952990168722,1.0
059c18ea701ce88479c9e10a25cb8284,0.1919647329926861,0.02364492535818054,0.048792706141669175,0.02374511571986775,0.027953110910730387,0.0022041879571185253,0.00040076144674882274,0.005911231339545135,0.029255585612664062,0.020539024145877167,0.008716561466786895,0.0019036168720569081,0.002604949403867348,0.013625889189459974,0.0019036168720569081,0.05430317603446549,0.007414086764853221,0.005209898807734696,0.00510970844604749,0.008716561466786895,0.0076144674882276326,0.0018034265103697023,0.0123234144875263,0.009818655445346158,0.030257489229536118,0.01021941689209498,0.004809137360985873,0.0019036168720569081,0.0031059012123033766,0.013926460274521591,0.00581104097785793,0.005209898807734696,0.0007013325318104398,0.0020038072337441137,0.002905520488928965,0.02164111812443643,0.05129746518384931,0.017633503656948202,0.0034064722973649935,0.04739004107804829,0.009417893998597335,0.002905520488928965,0.0018034265103697023,0.06552449654343252,0.006812944594729987,0.026550445847109506,0.031359583208095385,0.03286243863340347,0.006812944594729987,0.005209898807734696,0.006211802424606753,0.004909327722673079,0.002604949403867348,0.0009017132551848512,0.0010019036168720569,0.023544734996493337,0.007113515679791604,0.0008015228934976455,0.0021039975954313195,0.0009017132551848512,0.0025047590421801423,0.0033062819356777877,0.002604949403867348,0.014527602444644825,1.0
06165dddbf8856657d57d27600c4944c,0.18944392082940623,0.02544769085768143,0.04052780395852969,0.01885014137606032,0.02827521206409048,0.003770028275212064,0.003298774740810556,0.004241281809613572,0.04005655042412818,0.02544769085768143,0.014608859566446749,0.003298774740810556,0.005655042412818096,0.006126295947219604,0.004241281809613572,0.05796418473138549,0.008482563619227144,0.003770028275212064,0.006597549481621112,0.007540056550424128,0.008011310084825637,0.001413760603204524,0.020263901979264844,0.00706880301602262,0.027803958529688973,0.012252591894439209,0.005655042412818096,0.001885014137606032,0.002827521206409048,0.008482563619227144,0.003770028275212064,0.00235626767200754,0.000942507068803016,0.00471253534401508,0.001413760603204524,0.02403393025447691,0.04853911404335533,0.022148916116870875,0.001885014137606032,0.046182846371347785,0.00706880301602262,0.004241281809613572,0.000942507068803016,0.060320452403393024,0.008482563619227144,0.017436380772855798,0.03345900094250707,0.03204524033930255,0.008953817153628653,0.004241281809613572,0.010367577756833177,0.00235626767200754,0.001413760603204524,0.003298774740810556,0.001885014137606032,0.0235626767200754,0.00471253534401508,0.001413760603204524,0.001885014137606032,0.000942507068803016,0.003298774740810556,0.000942507068803016,0.003298774740810556,0.01413760603204524,1.0
06312a08f7ea8a1d37d02f4f2c84527f,0.18181818181818182,0.01341991341991342,0.05584415584415584,0.02813852813852814,0.01818181818181818,0.0008658008658008658,0.0,0.0008658008658008658,0.0316017316017316,0.014285714285714285,0.017316017316017316,0.0025974025974025974,0.00735930735930736,0.022510822510822513,0.005194805194805195,0.048051948051948054,0.00735930735930736,0.006926406926406926,0.006493506493506494,0.006493506493506494,0.003896103896103896,0.0017316017316017316,0.01038961038961039,0.008225108225108226,0.02943722943722944,0.011688311688311689,0.003463203463203463,0.004761904761904762,0.0030303030303030303,0.016017316017316017,0.006060606060606061,0.005194805194805195,0.0004329004329004329,0.0017316017316017316,0.004329004329004329,0.015151515151515152,0.04458874458874459,0.01948051948051948,0.004761904761904762,0.053246753246753244,0.00735930735930736,0.0025974025974025974,0.003896103896103896,0.06753246753246753,0.011255411255411256,0.027705627705627706,0.02727272727272727,0.03766233766233766,0.007792207792207792,0.006493506493506494,0.012987012987012988,0.0012987012987012987,0.0025974025974025974,0.003896103896103896,0.0,0.02813852813852814,0.0008658008658008658,0.0012987012987012987,0.0012987012987012987,0.0008658008658008658,0.004329004329004329,0.0030303030303030303,0.0012987012987012987,0.015584415584415584,1.0
07244b3fd4536a8eea069ab02057e220,0.20512820512820512,0.016591251885369532,0.05656108597285068,0.033182503770739065,0.015082956259426848,0.0015082956259426848,0.0007541478129713424,0.0015082956259426848,0.026395173453996983,0.020361990950226245,0.006033182503770739,0.0,0.005279034690799397,0.01583710407239819,0.0,0.05957767722473605,0.00904977375565611,0.005279034690799397,0.007541478129713424,0.01282051282051282,0.003770739064856712,0.0030165912518853697,0.01282051282051282,0.011312217194570135,0.02790346907993967,0.006787330316742082,0.0007541478129713424,0.0022624434389140274,0.003770739064856712,0.006033182503770739,0.006033182503770739,0.0,0.0007541478129713424,0.006033182503770739,0.0,0.01885369532428356,0.049019607843137254,0.02564102564102564,0.0007541478129713424,0.05656108597285068,0.014328808446455505,0.0030165912518853697,0.003770739064856712,0.05429864253393665,0.010558069381598794,0.017345399698340876,0.024886877828054297,0.03996983408748114,0.01282051282051282,0.0022624434389140274,0.003770739064856712,0.003770739064856712,0.0,0.0022624434389140274,0.0015082956259426848,0.03167420814479638,0.0015082956259426848,0.0,0.006787330316742082,0.0,0.0030165912518853697,0.0030165912518853697,0.0022624434389140274,0.016591251885369532,1.0
0724fe854bd455061ba84efecdeff469,0.19806403574087864,0.025595681310498882,0.0483060312732688,0.028387937453462398,0.03564780342516754,0.0016753536857781086,0.00018615040953090097,0.0024199553239017124,0.03127326880119136,0.018615040953090096,0.012565152643335815,0.0018615040953090098,0.003629932985852569,0.007446016381236039,0.0029784065524944155,0.06096425912137007,0.012658227848101266,0.004932985852568876,0.008097542814594192,0.009028294862248697,0.0068875651526433355,0.002326880119136262,0.013868205510052122,0.008283693224125093,0.03127326880119136,0.007073715562174236,0.00195457930007446,0.002140729709605361,0.002140729709605361,0.011075949367088608,0.00381608339538347,0.005584512285927029,0.0013030528667163069,0.004746835443037975,0.0010238272524199553,0.01600893521965748,0.042907669396872676,0.013775130305286671,0.005584512285927029,0.058265078183172,0.008935219657483246,0.005584512285927029,0.0013961280714817573,0.05156366344005957,0.006515264333581534,0.01926656738644825,0.024385703648548026,0.03927773641102011,0.005956813104988831,0.00586373790022338,0.007166790766939687,0.0011169024571854058,0.0008376768428890543,0.004374534623976173,0.0016753536857781086,0.017870439314966492,0.0024199553239017124,9.307520476545048e-05,0.0009307520476545049,0.006049888309754281,0.01126209977661951,0.003071481757259866,0.0010238272524199553,0.0189873417721519,1.0
